Data,Mes,Setor,Turno,Volume_Total,SLA_Real_%,Pacotes_Atrasados,Tempo_Medio_Seg,Motivo_Atraso
2026-02-24,2,Picking,Turno 3,10207,97.78,226,299,Atraso na descarga
2026-02-24,2,Packing,Turno 3,7538,99.7,22,344,Dentro do Prazo
2026-02-24,2,Expedição,Turno 3,11612,95.25,551,186,Atraso na descarga
2026-02-24,2,Devolução (DV),Turno 1,9425,92.68,689,330,Atraso na descarga
2026-02-24,2,Inventário,Turno 3,9242,92.98,648,215,Atraso na descarga
2026-02-25,2,Recebimento,Turno 1,6308,95.37,291,181,Gargalo no Sortter
2026-02-25,2,Picking,Turno 1,11852,94.73,624,413,Gargalo no Sortter
2026-02-25,2,Packing,Turno 1,6409,94.9,326,298,Gargalo no Sortter
2026-02-25,2,Expedição,Turno 2,9491,98.65,128,435,Dentro do Prazo
2026-02-25,2,Devolução (DV),Turno 1,12083,93.76,754,260,Atraso na descarga
2026-02-25,2,Inventário,Turno 1,7679,99.88,8,394,Dentro do Prazo
2026-02-26,2,Recebimento,Turno 1,9223,93.46,603,294,Indisponibilidade de Sistema
2026-02-26,2,Picking,Turno 3,7573,97.93,156,416,Erro de bipagem
2026-02-26,2,Packing,Turno 1,6304,94.06,374,425,Gargalo no Sortter
2026-02-26,2,Expedição,Turno 3,6301,98.68,83,183,Dentro do Prazo
2026-02-26,2,Devolução (DV),Turno 1,11809,96.21,448,288,Indisponibilidade de Sistema
2026-02-26,2,Inventário,Turno 1,13996,92.15,1099,325,Falta de FTE (Mão de obra)
2026-02-27,2,Recebimento,Turno 3,10475,95.98,420,213,Gargalo no Sortter
2026-02-27,2,Picking,Turno 1,12184,95.24,579,255,Erro de bipagem
2026-02-27,2,Packing,Turno 3,6622,92.85,473,206,Falta de FTE (Mão de obra)
2026-02-27,2,Expedição,Turno 1,12992,94.13,762,398,Falta de FTE (Mão de obra)
2026-02-27,2,Devolução (DV),Turno 1,9263,94.01,555,416,Atraso na descarga
2026-02-27,2,Inventário,Turno 2,11136,95.95,450,352,Erro de bipagem
2026-02-28,2,Recebimento,Turno 2,7969,95.24,379,369,Falta de FTE (Mão de obra)
2026-02-28,2,Picking,Turno 2,7681,95.38,355,309,Falta de FTE (Mão de obra)
2026-02-28,2,Packing,Turno 1,8067,99.67,26,372,Dentro do Prazo
2026-02-28,2,Expedição,Turno 2,7866,92.72,572,208,Problema de etiqueta
2026-02-28,2,Devolução (DV),Turno 2,13340,98.7,173,190,Dentro do Prazo
2026-02-28,2,Inventário,Turno 3,12679,99.32,85,366,Dentro do Prazo
2026-03-01,3,Recebimento,Turno 2,14442,99.59,58,234,Dentro do Prazo
2026-03-01,3,Picking,Turno 1,11766,99.63,43,248,Dentro do Prazo
2026-03-01,3,Packing,Turno 1,12479,93.72,783,215,Erro de bipagem
2026-03-01,3,Expedição,Turno 1,13942,94.1,822,406,Gargalo no Sortter
2026-03-01,3,Devolução (DV),Turno 3,12101,99.64,43,380,Dentro do Prazo
2026-03-01,3,Inventário,Turno 3,5153,95.79,216,252,Gargalo no Sortter
2026-03-02,3,Recebimento,Turno 2,7343,97.83,159,396,Falta de FTE (Mão de obra)
2026-03-02,3,Picking,Turno 2,5060,97.51,126,221,Problema de etiqueta
2026-03-02,3,Packing,Turno 2,12970,98.55,187,408,Dentro do Prazo
2026-03-02,3,Expedição,Turno 3,9203,97.56,224,281,Atraso na descarga
2026-03-02,3,Devolução (DV),Turno 1,12009,92.82,861,280,Problema de etiqueta
2026-03-02,3,Inventário,Turno 2,9090,99.7,27,196,Dentro do Prazo
2026-03-03,3,Recebimento,Turno 2,5329,97.52,131,191,Atraso na descarga
2026-03-03,3,Picking,Turno 3,6341,99.67,21,443,Dentro do Prazo
2026-03-03,3,Packing,Turno 2,7708,98.07,148,377,Dentro do Prazo
2026-03-03,3,Expedição,Turno 2,10319,94.0,619,268,Problema de etiqueta
2026-03-03,3,Devolução (DV),Turno 1,10387,93.77,647,205,Gargalo no Sortter
2026-03-03,3,Inventário,Turno 1,13238,92.35,1012,195,Problema de etiqueta
2026-03-04,3,Recebimento,Turno 1,9806,99.99,0,265,Dentro do Prazo
2026-03-04,3,Picking,Turno 1,5390,92.27,416,296,Indisponibilidade de Sistema
2026-03-04,3,Packing,Turno 1,12686,94.38,713,355,Indisponibilidade de Sistema
2026-03-04,3,Expedição,Turno 1,13007,99.77,30,394,Dentro do Prazo
2026-03-04,3,Devolução (DV),Turno 2,6500,95.79,273,282,Gargalo no Sortter
2026-03-04,3,Inventário,Turno 1,10392,97.2,290,331,Indisponibilidade de Sistema
2026-03-05,3,Recebimento,Turno 2,12138,96.49,426,277,Atraso na descarga
2026-03-05,3,Picking,Turno 3,5130,97.57,124,362,Problema de etiqueta
2026-03-05,3,Packing,Turno 2,12126,92.52,906,194,Gargalo no Sortter
2026-03-05,3,Expedição,Turno 1,11640,96.31,429,389,Erro de bipagem
2026-03-05,3,Devolução (DV),Turno 2,13684,96.93,420,406,Falta de FTE (Mão de obra)
2026-03-05,3,Inventário,Turno 1,8241,99.92,6,430,Dentro do Prazo
2026-03-06,3,Recebimento,Turno 3,14996,96.23,565,275,Atraso na descarga
2026-03-06,3,Picking,Turno 2,8810,92.56,655,208,Gargalo no Sortter
2026-03-06,3,Packing,Turno 2,7032,95.22,336,424,Problema de etiqueta
2026-03-06,3,Expedição,Turno 3,5271,98.99,53,418,Dentro do Prazo
2026-03-06,3,Devolução (DV),Turno 2,9361,92.73,680,244,Erro de bipagem
2026-03-06,3,Inventário,Turno 2,8760,92.88,623,321,Atraso na descarga
2026-03-07,3,Recebimento,Turno 2,13567,94.3,773,325,Gargalo no Sortter
2026-03-07,3,Picking,Turno 1,9388,92.34,719,372,Indisponibilidade de Sistema
2026-03-07,3,Packing,Turno 1,13173,92.36,1006,319,Falta de FTE (Mão de obra)
2026-03-07,3,Expedição,Turno 3,6828,98.29,116,377,Dentro do Prazo
2026-03-07,3,Devolução (DV),Turno 1,5806,99.03,56,190,Dentro do Prazo
2026-03-07,3,Inventário,Turno 3,6868,99.91,5,378,Dentro do Prazo
2026-03-08,3,Recebimento,Turno 1,10690,95.21,511,242,Indisponibilidade de Sistema
2026-03-08,3,Picking,Turno 3,10429,96.86,327,286,Atraso na descarga
2026-03-08,3,Packing,Turno 1,5824,93.76,363,420,Falta de FTE (Mão de obra)
2026-03-08,3,Expedição,Turno 3,11402,98.61,158,184,Dentro do Prazo
2026-03-08,3,Devolução (DV),Turno 1,6796,97.04,201,394,Indisponibilidade de Sistema
2026-03-08,3,Inventário,Turno 3,7736,96.15,298,199,Gargalo no Sortter
2026-03-09,3,Recebimento,Turno 2,6913,96.2,262,357,Falta de FTE (Mão de obra)
2026-03-09,3,Picking,Turno 1,14041,97.57,341,395,Falta de FTE (Mão de obra)
2026-03-09,3,Packing,Turno 3,13194,98.53,194,448,Dentro do Prazo
2026-03-09,3,Expedição,Turno 2,12287,97.98,247,268,Falta de FTE (Mão de obra)
2026-03-09,3,Devolução (DV),Turno 2,9675,96.64,325,277,Erro de bipagem
2026-03-09,3,Inventário,Turno 1,6290,99.02,61,302,Dentro do Prazo
2026-03-10,3,Recebimento,Turno 1,14179,95.81,593,374,Gargalo no Sortter
2026-03-10,3,Picking,Turno 3,10016,98.82,118,349,Dentro do Prazo
2026-03-10,3,Packing,Turno 3,14752,96.41,530,405,Indisponibilidade de Sistema
2026-03-10,3,Expedição,Turno 1,14175,94.02,847,217,Atraso na descarga
2026-03-10,3,Devolução (DV),Turno 3,10370,97.79,229,269,Gargalo no Sortter
2026-03-10,3,Inventário,Turno 3,14105,92.65,1036,355,Erro de bipagem
2026-03-11,3,Recebimento,Turno 1,8020,99.16,67,260,Dentro do Prazo
2026-03-11,3,Picking,Turno 2,10233,95.96,413,403,Erro de bipagem
2026-03-11,3,Packing,Turno 1,5317,96.74,173,365,Erro de bipagem
2026-03-11,3,Expedição,Turno 1,6591,97.3,178,219,Gargalo no Sortter
2026-03-11,3,Devolução (DV),Turno 1,8930,98.92,96,441,Dentro do Prazo
2026-03-11,3,Inventário,Turno 1,9311,98.38,150,347,Dentro do Prazo
2026-03-12,3,Recebimento,Turno 1,7139,98.8,85,238,Dentro do Prazo
2026-03-12,3,Picking,Turno 2,6704,94.67,357,224,Problema de etiqueta
2026-03-12,3,Packing,Turno 2,14908,97.44,381,370,Atraso na descarga
2026-03-12,3,Expedição,Turno 2,8738,98.02,172,186,Dentro do Prazo
2026-03-12,3,Devolução (DV),Turno 1,5556,98.97,56,210,Dentro do Prazo
2026-03-12,3,Inventário,Turno 1,12561,98.56,180,337,Dentro do Prazo
2026-03-13,3,Recebimento,Turno 2,14766,93.29,991,437,Falta de FTE (Mão de obra)
2026-03-13,3,Picking,Turno 2,13780,96.06,542,403,Atraso na descarga
2026-03-13,3,Packing,Turno 1,14882,99.85,22,196,Dentro do Prazo
2026-03-13,3,Expedição,Turno 3,12009,97.07,351,342,Atraso na descarga
2026-03-13,3,Devolução (DV),Turno 2,6007,92.86,429,253,Gargalo no Sortter
2026-03-13,3,Inventário,Turno 1,10352,99.7,30,239,Dentro do Prazo
2026-03-14,3,Recebimento,Turno 3,7382,99.46,40,375,Dentro do Prazo
2026-03-14,3,Picking,Turno 1,12059,97.5,301,421,Falta de FTE (Mão de obra)
2026-03-14,3,Packing,Turno 2,12491,94.41,698,196,Falta de FTE (Mão de obra)
2026-03-14,3,Expedição,Turno 3,14109,97.67,328,372,Atraso na descarga
2026-03-14,3,Devolução (DV),Turno 3,13213,96.97,400,389,Atraso na descarga
2026-03-14,3,Inventário,Turno 3,7353,99.92,5,354,Dentro do Prazo
2026-03-15,3,Recebimento,Turno 2,13476,95.57,597,430,Gargalo no Sortter
2026-03-15,3,Picking,Turno 1,10346,96.76,335,186,Problema de etiqueta
2026-03-15,3,Packing,Turno 1,13220,92.18,1034,313,Gargalo no Sortter
2026-03-15,3,Expedição,Turno 3,14645,95.75,622,183,Indisponibilidade de Sistema
2026-03-15,3,Devolução (DV),Turno 3,12266,95.61,538,218,Falta de FTE (Mão de obra)
2026-03-15,3,Inventário,Turno 1,8342,98.36,136,336,Dentro do Prazo
2026-03-16,3,Recebimento,Turno 2,6098,93.77,380,309,Gargalo no Sortter
2026-03-16,3,Picking,Turno 1,8155,97.24,225,206,Falta de FTE (Mão de obra)
2026-03-16,3,Packing,Turno 2,8778,99.61,34,415,Dentro do Prazo
2026-03-16,3,Expedição,Turno 3,5988,99.55,27,263,Dentro do Prazo
2026-03-16,3,Devolução (DV),Turno 2,6682,94.19,387,436,Gargalo no Sortter
2026-03-16,3,Inventário,Turno 3,5933,93.84,365,342,Indisponibilidade de Sistema
2026-03-17,3,Recebimento,Turno 3,8056,97.21,224,191,Indisponibilidade de Sistema
2026-03-17,3,Picking,Turno 2,10390,95.77,439,206,Atraso na descarga
2026-03-17,3,Packing,Turno 3,6607,93.27,444,324,Indisponibilidade de Sistema
2026-03-17,3,Expedição,Turno 3,8676,98.21,155,258,Dentro do Prazo
2026-03-17,3,Devolução (DV),Turno 3,6050,98.76,75,378,Dentro do Prazo
2026-03-17,3,Inventário,Turno 1,5959,94.35,336,203,Gargalo no Sortter
2026-03-18,3,Recebimento,Turno 1,9473,96.93,290,225,Problema de etiqueta
2026-03-18,3,Picking,Turno 1,5526,95.85,229,385,Falta de FTE (Mão de obra)
2026-03-18,3,Packing,Turno 3,6875,95.44,313,345,Falta de FTE (Mão de obra)
2026-03-18,3,Expedição,Turno 2,14208,93.29,953,393,Gargalo no Sortter
2026-03-18,3,Devolução (DV),Turno 1,10109,94.61,545,251,Gargalo no Sortter
2026-03-18,3,Inventário,Turno 1,13586,99.87,17,388,Dentro do Prazo
2026-03-19,3,Recebimento,Turno 3,9167,95.72,392,274,Indisponibilidade de Sistema
2026-03-19,3,Picking,Turno 1,13357,94.33,756,396,Indisponibilidade de Sistema
2026-03-19,3,Packing,Turno 2,7043,98.24,124,446,Dentro do Prazo
2026-03-19,3,Expedição,Turno 3,5213,97.99,104,220,Gargalo no Sortter
2026-03-19,3,Devolução (DV),Turno 3,11731,99.89,12,339,Dentro do Prazo
2026-03-19,3,Inventário,Turno 2,13783,95.86,570,271,Problema de etiqueta
2026-03-20,3,Recebimento,Turno 2,7720,96.48,271,421,Falta de FTE (Mão de obra)
2026-03-20,3,Picking,Turno 1,13032,96.14,502,412,Gargalo no Sortter
2026-03-20,3,Packing,Turno 3,6949,92.27,537,295,Erro de bipagem
2026-03-20,3,Expedição,Turno 2,12833,95.18,619,373,Erro de bipagem
2026-03-20,3,Devolução (DV),Turno 2,12014,93.61,768,301,Problema de etiqueta
2026-03-20,3,Inventário,Turno 2,8041,92.33,616,302,Gargalo no Sortter
2026-03-21,3,Recebimento,Turno 1,6925,96.76,224,252,Gargalo no Sortter
2026-03-21,3,Picking,Turno 1,14631,94.39,820,383,Erro de bipagem
2026-03-21,3,Packing,Turno 2,10383,99.58,43,263,Dentro do Prazo
2026-03-21,3,Expedição,Turno 1,13442,95.88,554,263,Problema de etiqueta
2026-03-21,3,Devolução (DV),Turno 2,5207,96.38,188,201,Problema de etiqueta
2026-03-21,3,Inventário,Turno 1,13601,95.85,564,306,Atraso na descarga
2026-03-22,3,Recebimento,Turno 1,9904,93.31,662,193,Indisponibilidade de Sistema
2026-03-22,3,Picking,Turno 3,12179,93.98,733,204,Gargalo no Sortter
2026-03-22,3,Packing,Turno 2,6266,93.75,391,234,Indisponibilidade de Sistema
2026-03-22,3,Expedição,Turno 1,13941,94.7,739,400,Atraso na descarga
2026-03-22,3,Devolução (DV),Turno 2,7356,97.27,200,261,Falta de FTE (Mão de obra)
2026-03-22,3,Inventário,Turno 1,12057,97.23,334,216,Gargalo no Sortter
2026-03-23,3,Recebimento,Turno 1,13503,99.8,27,310,Dentro do Prazo
2026-03-23,3,Picking,Turno 3,13946,97.44,356,272,Problema de etiqueta
2026-03-23,3,Packing,Turno 3,11078,93.63,705,392,Gargalo no Sortter
2026-03-23,3,Expedição,Turno 2,5158,95.33,241,203,Falta de FTE (Mão de obra)
2026-03-23,3,Devolução (DV),Turno 2,13595,97.03,403,399,Erro de bipagem
2026-03-23,3,Inventário,Turno 3,14579,98.14,270,331,Dentro do Prazo
2026-03-24,3,Recebimento,Turno 2,6712,96.11,260,284,Gargalo no Sortter
2026-03-24,3,Picking,Turno 1,11563,92.24,897,407,Erro de bipagem
2026-03-24,3,Packing,Turno 1,14633,98.34,242,422,Dentro do Prazo
2026-03-24,3,Expedição,Turno 2,6394,94.27,366,304,Erro de bipagem
2026-03-24,3,Devolução (DV),Turno 1,8714,96.98,262,219,Erro de bipagem
2026-03-24,3,Inventário,Turno 2,7958,93.89,486,187,Indisponibilidade de Sistema
2026-03-25,3,Recebimento,Turno 1,11895,96.81,378,193,Indisponibilidade de Sistema
2026-03-25,3,Picking,Turno 1,11477,96.1,447,220,Atraso na descarga
2026-03-25,3,Packing,Turno 3,7365,92.78,531,290,Indisponibilidade de Sistema
2026-03-25,3,Expedição,Turno 3,5013,96.12,194,263,Falta de FTE (Mão de obra)
2026-03-25,3,Devolução (DV),Turno 1,13321,92.76,964,324,Indisponibilidade de Sistema
2026-03-25,3,Inventário,Turno 1,13219,94.07,784,408,Indisponibilidade de Sistema
2026-03-26,3,Recebimento,Turno 1,9356,94.6,505,343,Indisponibilidade de Sistema
2026-03-26,3,Picking,Turno 3,12062,95.63,527,189,Indisponibilidade de Sistema
2026-03-26,3,Packing,Turno 2,5629,93.36,373,272,Gargalo no Sortter
2026-03-26,3,Expedição,Turno 1,10897,97.36,288,436,Indisponibilidade de Sistema
2026-03-26,3,Devolução (DV),Turno 3,11276,93.99,677,350,Erro de bipagem
2026-03-26,3,Inventário,Turno 2,12115,97.65,284,243,Problema de etiqueta
2026-03-27,3,Recebimento,Turno 3,12029,93.34,801,300,Gargalo no Sortter
2026-03-27,3,Picking,Turno 2,8178,97.89,172,383,Problema de etiqueta
2026-03-27,3,Packing,Turno 2,8568,97.64,201,335,Erro de bipagem
2026-03-27,3,Expedição,Turno 1,6390,98.95,67,287,Dentro do Prazo
2026-03-27,3,Devolução (DV),Turno 2,6274,92.9,445,309,Atraso na descarga
2026-03-27,3,Inventário,Turno 2,5968,96.25,223,199,Erro de bipagem
2026-03-28,3,Recebimento,Turno 1,5281,92.31,405,298,Atraso na descarga
2026-03-28,3,Picking,Turno 2,6058,95.62,265,424,Problema de etiqueta
2026-03-28,3,Packing,Turno 2,10178,94.53,556,358,Gargalo no Sortter
2026-03-28,3,Expedição,Turno 3,6229,97.51,155,360,Problema de etiqueta
2026-03-28,3,Devolução (DV),Turno 2,7289,99.72,20,305,Dentro do Prazo
2026-03-28,3,Inventário,Turno 1,12473,99.78,26,218,Dentro do Prazo
2026-03-29,3,Recebimento,Turno 3,10342,94.03,617,357,Gargalo no Sortter
2026-03-29,3,Picking,Turno 1,14110,97.33,376,330,Erro de bipagem
2026-03-29,3,Packing,Turno 3,11527,93.06,799,413,Falta de FTE (Mão de obra)
2026-03-29,3,Expedição,Turno 2,5891,97.39,153,308,Indisponibilidade de Sistema
2026-03-29,3,Devolução (DV),Turno 3,14206,97.38,372,184,Atraso na descarga
2026-03-29,3,Inventário,Turno 3,14710,93.42,968,372,Erro de bipagem
2026-03-30,3,Recebimento,Turno 3,10238,99.56,45,293,Dentro do Prazo
2026-03-30,3,Picking,Turno 2,12705,98.95,133,411,Dentro do Prazo
2026-03-30,3,Packing,Turno 2,5986,99.45,33,180,Dentro do Prazo
2026-03-30,3,Expedição,Turno 3,8124,97.34,216,269,Falta de FTE (Mão de obra)
2026-03-30,3,Devolução (DV),Turno 1,13125,97.26,359,371,Falta de FTE (Mão de obra)
2026-03-30,3,Inventário,Turno 1,13133,94.54,716,340,Gargalo no Sortter
2026-03-31,3,Recebimento,Turno 3,12848,99.95,6,448,Dentro do Prazo
2026-03-31,3,Picking,Turno 1,8828,96.54,305,277,Problema de etiqueta
2026-03-31,3,Packing,Turno 1,8173,94.62,440,281,Problema de etiqueta
2026-03-31,3,Expedição,Turno 3,9114,98.46,140,261,Dentro do Prazo
2026-03-31,3,Devolução (DV),Turno 2,6000,94.54,327,308,Atraso na descarga
2026-03-31,3,Inventário,Turno 2,6367,94.37,358,268,Indisponibilidade de Sistema
2026-04-01,4,Recebimento,Turno 2,7772,94.6,419,255,Falta de FTE (Mão de obra)
2026-04-01,4,Picking,Turno 3,9806,96.51,342,272,Atraso na descarga
2026-04-01,4,Packing,Turno 1,10592,96.77,341,403,Indisponibilidade de Sistema
2026-04-01,4,Expedição,Turno 1,11059,92.12,871,446,Gargalo no Sortter
2026-04-01,4,Devolução (DV),Turno 1,12010,93.35,798,444,Problema de etiqueta
2026-04-01,4,Inventário,Turno 1,14218,96.34,520,296,Erro de bipagem
2026-04-02,4,Recebimento,Turno 1,6177,92.87,440,312,Indisponibilidade de Sistema
2026-04-02,4,Picking,Turno 2,9399,96.64,315,407,Indisponibilidade de Sistema
2026-04-02,4,Packing,Turno 2,13234,98.12,248,200,Dentro do Prazo
2026-04-02,4,Expedição,Turno 3,5406,95.45,246,296,Atraso na descarga
2026-04-02,4,Devolução (DV),Turno 3,10243,99.64,37,382,Dentro do Prazo
2026-04-02,4,Inventário,Turno 3,9146,92.48,687,320,Gargalo no Sortter
2026-04-03,4,Recebimento,Turno 2,9882,92.81,710,231,Atraso na descarga
2026-04-03,4,Picking,Turno 2,8610,99.44,48,335,Dentro do Prazo
2026-04-03,4,Packing,Turno 3,12311,92.72,896,337,Atraso na descarga
2026-04-03,4,Expedição,Turno 1,14873,95.2,714,256,Indisponibilidade de Sistema
2026-04-03,4,Devolução (DV),Turno 3,11787,98.59,166,442,Dentro do Prazo
2026-04-03,4,Inventário,Turno 1,12052,93.48,786,420,Atraso na descarga
2026-04-04,4,Recebimento,Turno 2,13105,93.48,854,215,Atraso na descarga
2026-04-04,4,Picking,Turno 1,10203,95.87,421,442,Atraso na descarga
2026-04-04,4,Packing,Turno 3,14600,94.99,731,352,Atraso na descarga
2026-04-04,4,Expedição,Turno 3,11284,96.81,359,297,Falta de FTE (Mão de obra)
2026-04-04,4,Devolução (DV),Turno 2,6300,99.07,58,205,Dentro do Prazo
2026-04-04,4,Inventário,Turno 1,9616,97.17,271,300,Erro de bipagem
2026-04-05,4,Recebimento,Turno 3,14852,99.25,111,331,Dentro do Prazo
2026-04-05,4,Picking,Turno 2,9815,96.45,348,247,Problema de etiqueta
2026-04-05,4,Packing,Turno 1,11807,98.58,167,239,Dentro do Prazo
2026-04-05,4,Expedição,Turno 3,8273,98.48,126,343,Dentro do Prazo
2026-04-05,4,Devolução (DV),Turno 1,8040,95.39,370,248,Indisponibilidade de Sistema
2026-04-05,4,Inventário,Turno 3,14776,97.89,311,405,Gargalo no Sortter
2026-04-06,4,Recebimento,Turno 1,5630,96.28,209,329,Atraso na descarga
2026-04-06,4,Picking,Turno 1,7852,97.14,224,339,Falta de FTE (Mão de obra)
2026-04-06,4,Packing,Turno 1,14738,93.86,905,257,Erro de bipagem
2026-04-06,4,Expedição,Turno 2,6100,96.76,197,433,Erro de bipagem
2026-04-06,4,Devolução (DV),Turno 3,10016,99.9,9,442,Dentro do Prazo
2026-04-06,4,Inventário,Turno 2,14769,95.43,675,346,Problema de etiqueta
2026-04-07,4,Recebimento,Turno 3,11602,99.93,8,367,Dentro do Prazo
2026-04-07,4,Picking,Turno 3,7349,92.83,526,397,Falta de FTE (Mão de obra)
2026-04-07,4,Packing,Turno 2,6125,96.63,206,346,Indisponibilidade de Sistema
2026-04-07,4,Expedição,Turno 3,11764,92.64,866,411,Gargalo no Sortter
2026-04-07,4,Devolução (DV),Turno 1,12843,93.53,830,315,Indisponibilidade de Sistema
2026-04-07,4,Inventário,Turno 3,10472,93.81,647,375,Gargalo no Sortter
2026-04-08,4,Recebimento,Turno 2,6804,96.15,261,309,Atraso na descarga
2026-04-08,4,Picking,Turno 3,10051,98.4,160,206,Dentro do Prazo
2026-04-08,4,Packing,Turno 1,9255,96.32,340,409,Atraso na descarga
2026-04-08,4,Expedição,Turno 1,6735,97.21,188,237,Indisponibilidade de Sistema
2026-04-08,4,Devolução (DV),Turno 1,12426,93.52,804,309,Falta de FTE (Mão de obra)
2026-04-08,4,Inventário,Turno 1,10291,97.29,278,388,Problema de etiqueta
2026-04-09,4,Recebimento,Turno 2,8874,97.85,191,295,Falta de FTE (Mão de obra)
2026-04-09,4,Picking,Turno 3,5661,96.5,198,215,Falta de FTE (Mão de obra)
2026-04-09,4,Packing,Turno 2,8374,93.61,535,387,Gargalo no Sortter
2026-04-09,4,Expedição,Turno 3,7665,92.77,553,300,Falta de FTE (Mão de obra)
2026-04-09,4,Devolução (DV),Turno 2,8083,94.78,421,315,Atraso na descarga
2026-04-09,4,Inventário,Turno 1,12123,95.8,509,209,Atraso na descarga
2026-04-10,4,Recebimento,Turno 3,5236,92.96,368,294,Atraso na descarga
2026-04-10,4,Picking,Turno 2,14732,97.9,309,427,Atraso na descarga
2026-04-10,4,Packing,Turno 3,13555,93.95,820,328,Erro de bipagem
2026-04-10,4,Expedição,Turno 2,9037,94.06,537,410,Indisponibilidade de Sistema
2026-04-10,4,Devolução (DV),Turno 1,9895,93.02,690,217,Gargalo no Sortter
2026-04-10,4,Inventário,Turno 1,14715,97.67,342,321,Gargalo no Sortter
2026-04-11,4,Recebimento,Turno 3,9576,93.82,591,416,Erro de bipagem
2026-04-11,4,Picking,Turno 1,14793,95.05,732,437,Falta de FTE (Mão de obra)
2026-04-11,4,Packing,Turno 3,7496,94.44,416,359,Atraso na descarga
2026-04-11,4,Expedição,Turno 3,14917,95.58,659,375,Gargalo no Sortter
2026-04-11,4,Devolução (DV),Turno 3,9406,93.29,630,322,Atraso na descarga
2026-04-11,4,Inventário,Turno 3,9437,96.53,327,423,Erro de bipagem
2026-04-12,4,Recebimento,Turno 3,9107,99.44,50,221,Dentro do Prazo
2026-04-12,4,Picking,Turno 3,13785,97.02,410,337,Indisponibilidade de Sistema
2026-04-12,4,Packing,Turno 3,12629,98.45,196,186,Dentro do Prazo
2026-04-12,4,Expedição,Turno 2,12693,92.65,933,342,Falta de FTE (Mão de obra)
2026-04-12,4,Devolução (DV),Turno 2,11721,93.23,793,385,Atraso na descarga
2026-04-12,4,Inventário,Turno 1,10907,96.58,372,445,Atraso na descarga
2026-04-13,4,Recebimento,Turno 3,10656,96.6,362,432,Problema de etiqueta
2026-04-13,4,Picking,Turno 3,9259,96.85,291,289,Falta de FTE (Mão de obra)
2026-04-13,4,Packing,Turno 3,9917,98.63,135,204,Dentro do Prazo
2026-04-13,4,Expedição,Turno 3,10772,94.94,545,204,Gargalo no Sortter
2026-04-13,4,Devolução (DV),Turno 2,12340,96.4,444,307,Erro de bipagem
2026-04-13,4,Inventário,Turno 3,13734,96.05,542,325,Atraso na descarga
2026-04-14,4,Recebimento,Turno 2,8036,92.85,574,339,Erro de bipagem
2026-04-14,4,Picking,Turno 2,6884,92.14,540,309,Indisponibilidade de Sistema
2026-04-14,4,Packing,Turno 2,10179,94.92,517,184,Falta de FTE (Mão de obra)
2026-04-14,4,Expedição,Turno 1,11488,92.47,865,446,Atraso na descarga
2026-04-14,4,Devolução (DV),Turno 1,5689,92.46,428,235,Falta de FTE (Mão de obra)
2026-04-14,4,Inventário,Turno 2,13648,95.44,621,278,Indisponibilidade de Sistema
2026-04-15,4,Recebimento,Turno 3,10448,98.26,181,442,Dentro do Prazo
2026-04-15,4,Picking,Turno 1,13591,92.5,1019,439,Erro de bipagem
2026-04-15,4,Packing,Turno 2,6638,93.83,409,280,Indisponibilidade de Sistema
2026-04-15,4,Expedição,Turno 1,6382,93.77,397,400,Falta de FTE (Mão de obra)
2026-04-15,4,Devolução (DV),Turno 3,14011,97.25,385,410,Gargalo no Sortter
2026-04-15,4,Inventário,Turno 3,12857,93.05,894,295,Problema de etiqueta
2026-04-16,4,Recebimento,Turno 3,12870,95.6,566,186,Erro de bipagem
2026-04-16,4,Picking,Turno 3,6549,93.42,431,265,Problema de etiqueta
2026-04-16,4,Packing,Turno 3,8716,92.09,689,241,Atraso na descarga
2026-04-16,4,Expedição,Turno 1,12898,95.35,599,409,Indisponibilidade de Sistema
2026-04-16,4,Devolução (DV),Turno 2,12758,96.66,426,244,Erro de bipagem
2026-04-16,4,Inventário,Turno 1,11356,98.67,150,392,Dentro do Prazo
2026-04-17,4,Recebimento,Turno 1,7385,92.52,552,339,Indisponibilidade de Sistema
2026-04-17,4,Picking,Turno 1,5163,94.97,259,367,Gargalo no Sortter
2026-04-17,4,Packing,Turno 2,9798,95.99,392,435,Erro de bipagem
2026-04-17,4,Expedição,Turno 2,12961,93.02,904,213,Falta de FTE (Mão de obra)
2026-04-17,4,Devolução (DV),Turno 3,9719,97.9,204,411,Atraso na descarga
2026-04-17,4,Inventário,Turno 3,12394,95.01,618,221,Erro de bipagem
2026-04-18,4,Recebimento,Turno 3,11164,99.65,39,292,Dentro do Prazo
2026-04-18,4,Picking,Turno 1,9200,92.82,660,299,Erro de bipagem
2026-04-18,4,Packing,Turno 2,5392,99.54,24,309,Dentro do Prazo
2026-04-18,4,Expedição,Turno 2,5571,92.61,411,276,Problema de etiqueta
2026-04-18,4,Devolução (DV),Turno 3,12177,99.44,67,411,Dentro do Prazo
2026-04-18,4,Inventário,Turno 1,13980,98.6,195,426,Dentro do Prazo
2026-04-19,4,Recebimento,Turno 2,5775,99.16,48,379,Dentro do Prazo
2026-04-19,4,Picking,Turno 1,12088,96.91,373,352,Atraso na descarga
2026-04-19,4,Packing,Turno 1,12083,96.1,471,280,Gargalo no Sortter
2026-04-19,4,Expedição,Turno 2,14223,92.33,1090,266,Falta de FTE (Mão de obra)
